date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:29:14	11467/11467	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2008%20Jun%202018%2009:40:05%20GMT	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/js/jquery.meanmenu.js	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/js/jquery.meanmenu.js	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/index.html)
10:29:15	4552/4552	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2008%20Jun%202018%2009:40:05%20GMT	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/js/jquery.countdown.min.js	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/js/jquery.countdown.min.js	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/index.html)
10:29:16	29113/29113	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2008%20Jun%202018%2011:04:09%20GMT	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/js/jquery.nivo.slider.js	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/js/jquery.nivo.slider.js	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/index.html)
10:29:17	728/728	---M--	200	added ('OK')	application/javascript	etag:%223ac575d22b8c61f6fdc259af67a88b2e%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/home.js	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/home.js	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/index.html)
10:29:18	30921/30921	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2008%20Jun%202018%2009:40:04%20GMT	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/js/jquery-ui.min.js	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/js/jquery-ui.min.js	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/index.html)
10:29:18	309/309	---M--	200	added ('OK')	application/javascript	etag:%22e270380107ceb160dc021dda99aa0568%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/js/sticky.js	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/js/sticky.js	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/index.html)
10:29:19	2803/2803	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2008%20Jun%202018%2009:40:07%20GMT	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/js/plugins.js	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/js/plugins.js	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/index.html)
10:29:20	9965/9965	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2008%20Jun%202018%2009:40:06%20GMT	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/js/main.js	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/js/main.js	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/index.html)
10:29:21	3353/3353	---M--	200	added ('OK')	image/png	etag:%22b4fbd4351df95a8fce009efadcd4d22f%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/logo2.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/logo2.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/shop.html)
10:29:22	5370/5370	---M--	200	added ('OK')	image/jpeg	etag:%2265ec7dce2b582aa4fafe5b05f5ed6480%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/products/p1.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/products/p1.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/shop-list.html)
10:29:24	1205/1205	---M--	200	added ('OK')	image/png	etag:%22f8333ee6d0352a1857326556ce0d9ac8%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/stars-1.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/stars-1.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/single-product.html)
10:29:25	2805/2805	---M--	200	added ('OK')	image/png	etag:%226542351d6d7e8fde80f2d2f329b89bd4%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/screenshot_2.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/screenshot_2.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/single-product.html)
10:29:26	784/784	---M--	200	added ('OK')	image/png	etag:%22b4e3402c8e4703bbc359c3d4aac14067%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/facebook.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/facebook.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/wishlist.html)
10:29:27	913/913	---M--	200	added ('OK')	image/png	etag:%221b5014156d18855525c8ce27234443ab%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/twitter.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/twitter.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/wishlist.html)
10:29:27	1062836/1062836	---M--	200	added ('OK')	image/jpeg	etag:%2270a0312e1d5496879498d99d072593da%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/products/a1.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/products/a1.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/shop-list.html)
10:29:28	1706/1706	---M--	200	added ('OK')	image/jpeg	etag:%225ff6dca06ec3ebee91e6ff6ad69d0c49%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/pinterest.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/pinterest.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/wishlist.html)
10:29:29	13019/13019	---M--	200	added ('OK')	image/jpeg	etag:%22fc1c37129912de1227f33c7e370fa788%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/googleplus.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/googleplus.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/wishlist.html)
10:29:30	2486/2486	---M--	200	added ('OK')	image/jpeg	etag:%22f0ce9e1345e806a2942d04a6eac30830%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/email.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/email.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/wishlist.html)
10:29:31	7106/7106	---M--	200	added ('OK')	image/png	etag:%2221b03ffdcee74f05d6a683859646782b%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/44.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/icon-img/44.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/checkout.html)
10:29:32	4644/4644	---M--	200	added ('OK')	image/jpeg	etag:%2211d17571240a6817167e6fdf2387e756%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/products/c15.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/products/c15.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/checkout.html)
10:29:33	121438/121438	---M--	200	added ('OK')	image/jpeg	etag:%22f5a93650de697809ef95e22292a4fe94%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/banner/12.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/banner/12.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/blog.html)
10:29:34	83807/83807	---M--	200	added ('OK')	image/jpeg	etag:%2250355729da914ce9a94106a407b78d19%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/banner/13.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/banner/13.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/blog.html)
10:29:35	70973/70973	---M--	200	added ('OK')	image/jpeg	etag:%22b98cdb186a823c3277f64648df6f8e08%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/banner/14.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/banner/14.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/blog.html)
10:29:36	88728/88728	---M--	200	added ('OK')	image/jpeg	etag:%22e7e833aa31df1d74836cab9ea37b212c%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/banner/s1.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/banner/s1.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/blog.html)
10:29:37	73503/73503	---M--	200	added ('OK')	image/jpeg	etag:%22899e447b387bb28337e7a28aacad8438%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/banner/s2.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/banner/s2.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/blog.html)
10:29:38	127412/127412	---M--	200	added ('OK')	image/jpeg	etag:%22145e93a1a06b0485e3a5ddc1a3c727c4%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/banner/s3.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/banner/s3.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/blog.html)
10:29:39	82955/82955	---M--	200	added ('OK')	image/jpeg	etag:%2237f0dfdf2764b4fbabccdb1232d9453f%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/team30.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/team30.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/about-us.html)
10:29:40	17859/17859	---M--	200	added ('OK')	image/jpeg	etag:%222b176c2c5e69da41758d62fffbc0f103%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/testi1.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/testi1.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/about-us.html)
10:29:41	26734/26734	---M--	200	added ('OK')	image/jpeg	etag:%224df665810f6fe421d5862954cbcfc76f%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/testi2.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/testi2.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/about-us.html)
10:29:42	28099/28099	---M--	200	added ('OK')	image/jpeg	etag:%227ce0508a344dd70d65293336e4e4f5be%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/testi3.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/testi3.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/about-us.html)
10:29:43	28577/28577	---M--	200	added ('OK')	image/jpeg	etag:%22eea27cdbeaf7c90b8cde31ce1ef1aa56%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/testi4.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/testi4.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/about-us.html)
10:29:44	51490/51490	---M--	200	added ('OK')	image/jpeg	etag:%227cbdda61eb1e9f3412c2d2067230ed25%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/member1.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/member1.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/about-us.html)
10:29:45	56411/56411	---M--	200	added ('OK')	image/jpeg	etag:%22a1d31f14892dcea7624c653bfc5cc83b%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/member2.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/member2.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/about-us.html)
10:29:46	73408/73408	---M--	200	added ('OK')	image/jpeg	etag:%224908e3ac3825ca1c99461ca209a72ccd%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/member3.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/member3.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/about-us.html)
10:29:47	57974/57974	---M--	200	added ('OK')	image/jpeg	etag:%22426c58e653d8df4056d60c97da0dd80c%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/member4.jpg	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/img/about/member4.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/about-us.html)
10:29:47	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2020%20Jul%202020%2004:59:47%20GMT	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/Pe-icon-7-stroke.eot?d7yf1v	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/Pe-icon-7-strokebb1d.eot	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/pe-icon-7-stroke.min.css)
10:29:48	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2020%20Jul%202020%2004:59:48%20GMT	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/Pe-icon-7-stroke.eot?	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/Pe-icon-7-stroked41d.eot	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/pe-icon-7-stroke.min.css)
10:29:49	58556/58556	---M--	200	added ('OK')	binary/octet-stream	etag:%22b38ef310874bdd008ac14ef3db939032%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/Pe-icon-7-strokebb1d.woff	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/pe-icon-7-stroke.min.css)
10:29:50	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2020%20Jul%202020%2004:59:50%20GMT	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/Pe-icon-7-strokebb1d.ttf	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/pe-icon-7-stroke.min.css)
10:29:50	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2020%20Jul%202020%2004:59:50%20GMT	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/Pe-icon-7-stroke.svg?d7yf1v	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/Pe-icon-7-strokebb1d.svg	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/pe-icon-7-stroke.min.css)
10:29:51	292/292	---M--	200	added ('OK')	image/png	etag:%224921f2e22240d43f600221b55f160ec2%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:29:52	5824/5824	---M--	200	added ('OK')	image/png	etag:%2227c22ed888c53ee34e5d0aeb95b8e878%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:29:53	341/341	---M--	200	added ('OK')	image/png	etag:%22e75e68f95b41f2e7ac53c8a12136c172%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-bg_glass_85_dfeffc_1x400.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-bg_glass_85_dfeffc_1x400.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:29:54	336/336	---M--	200	added ('OK')	image/png	etag:%22f253e7724d241b70272fe7e61f9977b0%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-bg_glass_75_d0e5f5_1x400.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-bg_glass_75_d0e5f5_1x400.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:29:55	333/333	---M--	200	added ('OK')	image/png	etag:%226df470a385c5654436fd2be6029fe542%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:29:56	332/332	---M--	200	added ('OK')	image/png	etag:%2272d0f0108d38b59a156af665df0a7c07%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-bg_glass_95_fef1ec_1x400.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:29:57	4549/4549	---M--	200	added ('OK')	image/png	etag:%22b97b3865fb229514ec163825d92fb522%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_469bdd_256x240.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_469bdd_256x240.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:29:58	4549/4549	---M--	200	added ('OK')	image/png	etag:%22602aebad2e392cffca05cdfd45cd1a09%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_d8e7f3_256x240.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_d8e7f3_256x240.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:29:58	4549/4549	---M--	200	added ('OK')	image/png	etag:%22b9898897cbaa945ade9d9c146cf5ac75%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_6da8d5_256x240.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_6da8d5_256x240.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:29:59	4549/4549	---M--	200	added ('OK')	image/png	etag:%229869e99e2729736d781cf3c1b0db4d59%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_217bc0_256x240.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_217bc0_256x240.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:30:00	4549/4549	---M--	200	added ('OK')	image/png	etag:%22b06785165a6739b520a68042cada39aa%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_f9bd01_256x240.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_f9bd01_256x240.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:30:01	4549/4549	---M--	200	added ('OK')	image/png	etag:%22d92acecad29da2ccee5c9d491267f4a2%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_2e83ff_256x240.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_2e83ff_256x240.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:30:02	4549/4549	---M--	200	added ('OK')	image/png	etag:%22fdc58c14e91fbb086f953818c525a7ee%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_cd0a0a_256x240.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/images/ui-icons_cd0a0a_256x240.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/jquery-ui.min.css)
10:30:03	1737/1737	---M--	200	added ('OK')	image/gif	etag:%22dd6b7b0bf5c3af22499abc0a9ee1e1b2%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/img/loading.gif	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/img/loading.gif	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/css/preview.css)
10:30:04	1281/1281	---M--	200	added ('OK')	image/png	etag:%22acc66fce35a54d815a3aa3fd573cdd90%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/img/bullets.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/img/bullets.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/css/preview.css)
10:30:05	824/824	---M--	200	added ('OK')	image/png	etag:%2209b24f1a73b9eeb5cc62db7ec0b60bca%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/img/arrows.png	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/img/arrows.png	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/lib/css/preview.css)
10:30:06	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2020%20Jul%202020%2005:00:06%20GMT	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/AjaxLoader.gif	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/AjaxLoader.gif	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/owl.carousel.css)
10:30:07	70807/70807	---M--	200	added ('OK')	binary/octet-stream	etag:%2232400f4e08932a94d8bfd2422702c446%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/fontawesome-webfont.eot?v=4.5.0	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/fontawesome-webfont3295.eot	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/font-awesome.min.css)
10:30:08	70807/70807	---M--	200	added ('OK')	binary/octet-stream	etag:%2232400f4e08932a94d8bfd2422702c446%22	https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/fontawesome-webfont.eot?	C:/Users/ronak/Desktop/tasnm%20temp/d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/fonts/fontawesome-webfontd41d.eot	(from https://d29u17ylf1ylz9.cloudfront.net/tasnm-preview/tasnm/css/font-awesome.min.css)
